CONCEPT	rope	ruler	sack	saddle	sailboat	salamander	salmon	sandals	sandpaper	sardine	saucer	saxophone	scarf	scissors	scooter	screwdriver	screws	seagull	seal	seaweed	shack	shawl	shed	sheep	shell	shelves	shield	ship	shirt	shoes	shotgun	shovel	shrimp	sink	skateboard	skillet	skirt	skis	skunk	skyscraper	sled	sledgehammer	sleigh	slingshot	slippers	snail	socks	sofa	spade	sparrow	spatula	spear	spider	spinach	spoon	squid	squirrel	starling	stereo	stick	stone	stool_(furniture)	stork	stove	strainer	strawberry	submarine	subway	surfboard	swan	sweater	swimsuit	sword	table	tack	tangerine	tank_(army)	tank_(container)	tap	tape_(scotch)	taxi	telephone	tent	thermometer	thimble	tie	tiger	toad	toaster	toilet	tomahawk	tomato	tongs	tortoise	toy	tractor	trailer	train	tray	tricycle	tripod	trolley	trombone	trousers	trout	truck	trumpet	tuba	tuna	turkey	turnip	turtle	typewriter	umbrella	unicycle	urn	van	veil	vest	vine	violin	vulture	wagon	wall	walnut	walrus	wand	wasp	whale	wheel	wheelbarrow	whip	whistle	willow	woodpecker	worm	wrench	yacht	yam	zebra	zucchini
clock	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.048	0.052	0.000	0.080	0.034	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.089	0.000	0.000	0.000	0.000	0.094	0.000	0.000	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.042	0.036	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
closet	0.000	0.000	0.000	0.000	0.026	0.097	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.000	0.027	0.000	0.035	0.000	0.000	0.000	0.181	0.000	0.485	0.000	0.000	0.366	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.054	0.000	0.000	0.044	0.000	0.000	0.000	0.046	0.042	0.000	0.000	0.029	0.040	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.055	0.000	0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000
coat	0.088	0.020	0.025	0.085	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.024	0.000	0.000	0.000	0.024	0.000	0.482	0.000	0.000	0.048	0.000	0.000	0.000	0.539	0.174	0.000	0.000	0.000	0.000	0.034	0.000	0.193	0.078	0.000	0.000	0.022	0.027	0.000	0.000	0.307	0.000	0.414	0.000	0.000	0.000	0.036	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.138	0.000	0.716	0.111	0.057	0.000	0.045	0.000	0.000	0.000	0.000	0.026	0.000	0.077	0.000	0.037	0.087	0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.331	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.251	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.000	0.000	0.000	0.000	0.176	0.000	0.039	0.000	0.116	0.000	0.000	0.000	0.000	0.060
cockroach	0.000	0.000	0.000	0.049	0.075	0.092	0.000	0.025	0.039	0.065	0.000	0.000	0.000	0.000	0.026	0.000	0.033	0.076	0.024	0.000	0.146	0.000	0.048	0.035	0.079	0.000	0.026	0.072	0.000	0.000	0.000	0.000	0.162	0.000	0.000	0.000	0.000	0.000	0.096	0.020	0.000	0.020	0.000	0.000	0.000	0.135	0.025	0.000	0.065	0.127	0.000	0.000	0.287	0.000	0.000	0.000	0.100	0.138	0.000	0.024	0.128	0.038	0.077	0.000	0.000	0.022	0.063	0.047	0.000	0.017	0.000	0.000	0.000	0.000	0.070	0.052	0.083	0.050	0.000	0.000	0.000	0.029	0.000	0.000	0.051	0.000	0.057	0.116	0.000	0.000	0.000	0.000	0.000	0.128	0.000	0.052	0.034	0.000	0.000	0.047	0.000	0.082	0.036	0.000	0.000	0.081	0.000	0.079	0.030	0.044	0.000	0.133	0.000	0.033	0.000	0.000	0.056	0.024	0.000	0.000	0.022	0.139	0.000	0.038	0.251	0.088	0.035	0.416	0.108	0.000	0.000	0.035	0.058	0.090	0.079	0.086	0.000	0.081	0.000	0.068	0.000
coconut	0.000	0.000	0.000	0.048	0.000	0.023	0.049	0.025	0.038	0.042	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.023	0.060	0.000	0.000	0.000	0.070	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.155	0.000	0.000	0.015	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.070	0.056	0.000	0.000	0.026	0.131	0.024	0.035	0.000	0.015	0.197	0.000	0.000	0.000	0.064	0.000	0.000	0.000	0.022	0.000	0.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.058	0.000	0.042	0.000	0.142	0.000	0.149	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.060	0.029	0.087	0.124	0.000	0.016	0.000	0.022	0.000	0.037	0.000	0.000	0.021	0.000	0.000	0.000	0.416	0.000	0.017	0.000	0.000	0.054	0.000	0.000	0.000	0.049	0.000	0.049	0.000	0.000	0.102	0.040	0.146
cod	0.000	0.000	0.000	0.000	0.000	0.337	0.835	0.000	0.000	0.611	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.286	0.209	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.532	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.113	0.000	0.000	0.048	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.000	0.088	0.000	0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.861	0.000	0.000	0.000	0.751	0.058	0.164	0.158	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.186	0.149	0.000	0.000	0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.136	0.000	0.000
coin	0.000	0.000	0.000	0.000	0.047	0.093	0.000	0.000	0.000	0.066	0.198	0.130	0.000	0.161	0.093	0.104	0.242	0.000	0.000	0.000	0.134	0.000	0.100	0.000	0.000	0.081	0.259	0.000	0.000	0.029	0.179	0.091	0.087	0.061	0.000	0.218	0.000	0.000	0.019	0.000	0.059	0.219	0.081	0.000	0.000	0.040	0.000	0.000	0.169	0.052	0.131	0.000	0.043	0.000	0.139	0.000	0.044	0.040	0.000	0.000	0.157	0.279	0.000	0.048	0.280	0.022	0.150	0.000	0.000	0.000	0.000	0.000	0.144	0.130	0.214	0.163	0.140	0.211	0.186	0.000	0.000	0.000	0.000	0.068	0.255	0.000	0.000	0.029	0.089	0.000	0.000	0.194	0.307	0.000	0.000	0.072	0.000	0.063	0.200	0.128	0.134	0.148	0.000	0.000	0.000	0.000	0.116	0.054	0.000	0.000	0.071	0.019	0.075	0.209	0.000	0.230	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.022	0.000	0.100	0.038	0.000	0.367	0.139	0.000	0.257	0.000	0.000	0.037	0.260	0.000	0.000	0.000	0.000
colander	0.000	0.101	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.000	0.000	0.110	0.000	0.240	0.067	0.104	0.183	0.000	0.000	0.000	0.064	0.000	0.052	0.000	0.000	0.127	0.259	0.000	0.000	0.000	0.179	0.091	0.000	0.154	0.000	0.197	0.000	0.000	0.000	0.000	0.147	0.220	0.143	0.000	0.000	0.000	0.101	0.000	0.169	0.000	0.504	0.000	0.000	0.000	0.336	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.131	0.789	0.000	0.150	0.000	0.000	0.000	0.000	0.000	0.120	0.058	0.123	0.000	0.141	0.328	0.263	0.000	0.000	0.116	0.000	0.000	0.251	0.000	0.000	0.000	0.181	0.000	0.000	0.000	0.544	0.000	0.000	0.073	0.000	0.063	0.327	0.081	0.134	0.107	0.000	0.000	0.000	0.000	0.084	0.055	0.000	0.000	0.000	0.000	0.075	0.180	0.000	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.139	0.000	0.360	0.000	0.000	0.000	0.237	0.000	0.000	0.000	0.000
comb	0.041	0.103	0.000	0.000	0.036	0.071	0.000	0.051	0.000	0.050	0.000	0.032	0.028	0.128	0.040	0.031	0.080	0.000	0.000	0.000	0.072	0.027	0.052	0.000	0.052	0.071	0.076	0.000	0.044	0.000	0.053	0.027	0.066	0.077	0.000	0.038	0.024	0.029	0.015	0.000	0.130	0.065	0.087	0.000	0.000	0.031	0.039	0.000	0.050	0.040	0.217	0.018	0.032	0.000	0.084	0.000	0.033	0.031	0.000	0.039	0.021	0.059	0.000	0.014	0.221	0.017	0.044	0.000	0.026	0.000	0.052	0.046	0.035	0.000	0.139	0.040	0.041	0.204	0.099	0.000	0.000	0.118	0.000	0.000	0.147	0.073	0.166	0.022	0.026	0.050	0.000	0.000	0.177	0.000	0.000	0.021	0.000	0.019	0.242	0.060	0.039	0.063	0.000	0.026	0.000	0.000	0.025	0.016	0.000	0.000	0.000	0.015	0.022	0.157	0.000	0.030	0.000	0.000	0.058	0.000	0.000	0.000	0.013	0.000	0.017	0.096	0.000	0.028	0.000	0.015	0.041	0.022	0.267	0.000	0.000	0.028	0.070	0.000	0.000	0.000	0.000
cork	0.000	0.119	0.000	0.055	0.000	0.000	0.000	0.028	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.197	0.000	0.128	0.000	0.000	0.178	0.052	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.138	0.000	0.000	0.064	0.000	0.000	0.164	0.145	0.093	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.040	0.000	0.000	0.071	0.000	0.063	0.000	0.000	0.225	0.000	0.212	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.213	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.119	0.000	0.066	0.103	0.110	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.000	0.055	0.000	0.056	0.000	0.000	0.000	0.000	0.000
corkscrew	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.145	0.000	0.212	0.089	0.202	0.242	0.000	0.000	0.000	0.085	0.000	0.069	0.000	0.000	0.107	0.342	0.000	0.000	0.000	0.236	0.211	0.000	0.134	0.000	0.275	0.000	0.000	0.000	0.000	0.079	0.318	0.107	0.000	0.000	0.000	0.000	0.000	0.280	0.000	0.283	0.024	0.000	0.000	0.231	0.000	0.000	0.000	0.000	0.000	0.000	0.180	0.000	0.112	0.315	0.000	0.198	0.000	0.000	0.000	0.000	0.000	0.218	0.034	0.162	0.000	0.185	0.236	0.290	0.000	0.000	0.000	0.000	0.000	0.269	0.000	0.000	0.000	0.171	0.000	0.050	0.000	0.444	0.000	0.000	0.096	0.000	0.083	0.163	0.107	0.177	0.141	0.000	0.000	0.000	0.000	0.111	0.072	0.000	0.000	0.000	0.000	0.099	0.216	0.000	0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.183	0.024	0.262	0.000	0.000	0.000	0.335	0.000	0.000	0.000	0.000
corn	0.000	0.000	0.000	0.000	0.000	0.038	0.082	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.195	0.000	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.000	0.000	0.000	0.075	0.028	0.311	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.293	0.000	0.202
cottage	0.000	0.118	0.000	0.000	0.079	0.289	0.000	0.000	0.000	0.204	0.000	0.000	0.000	0.000	0.081	0.000	0.104	0.000	0.000	0.000	0.493	0.000	0.296	0.000	0.143	0.176	0.052	0.042	0.000	0.000	0.000	0.000	0.270	0.000	0.137	0.000	0.000	0.064	0.060	0.060	0.163	0.143	0.092	0.083	0.000	0.125	0.000	0.000	0.000	0.162	0.054	0.039	0.132	0.000	0.071	0.000	0.136	0.124	0.000	0.222	0.087	0.330	0.000	0.000	0.000	0.069	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.211	0.221	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.159	0.000	0.000	0.090	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.146	0.000	0.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.000	0.065	0.102	0.068	0.000	0.000	0.116	0.000	0.000	0.063	0.000	0.183	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.000
couch	0.000	0.000	0.000	0.177	0.026	0.058	0.000	0.102	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.075	0.000	0.000	0.014	0.038	0.022	0.064	0.000	0.000	0.019	0.000	0.000	0.000	0.037	0.000	0.053	0.011	0.000	0.067	0.000	0.000	0.186	0.000	0.013	0.879	0.000	0.000	0.000	0.000	0.106	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.020	0.263	0.073	0.000	0.000	0.021	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.057	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.011	0.019	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.027	0.018	0.000	0.000	0.000	0.000	0.022	0.019	0.095	0.000	0.053	0.000	0.057	0.016	0.023	0.000	0.058	0.015	0.017	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.046	0.000	0.000	0.057	0.000	0.000	0.055	0.000	0.022	0.000	0.000	0.014	0.043	0.000	0.035	0.000
cougar	0.000	0.000	0.000	0.030	0.031	0.128	0.088	0.015	0.024	0.000	0.000	0.000	0.000	0.031	0.116	0.000	0.000	0.021	0.159	0.000	0.000	0.000	0.000	0.267	0.000	0.000	0.016	0.044	0.000	0.000	0.040	0.000	0.055	0.000	0.060	0.000	0.000	0.000	0.278	0.012	0.077	0.012	0.000	0.048	0.000	0.000	0.000	0.017	0.000	0.109	0.000	0.027	0.011	0.000	0.000	0.000	0.537	0.066	0.000	0.000	0.000	0.028	0.070	0.000	0.000	0.000	0.038	0.197	0.000	0.000	0.000	0.000	0.027	0.042	0.000	0.000	0.051	0.030	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.380	0.166	0.000	0.000	0.000	0.000	0.000	0.140	0.000	0.031	0.021	0.162	0.000	0.000	0.000	0.025	0.022	0.000	0.062	0.049	0.000	0.048	0.018	0.116	0.000	0.127	0.000	0.020	0.000	0.000	0.034	0.000	0.000	0.000	0.013	0.192	0.000	0.000	0.060	0.333	0.000	0.025	0.250	0.000	0.000	0.000	0.000	0.055	0.119	0.030	0.000	0.049	0.000	0.239	0.000
cow	0.000	0.000	0.000	0.033	0.080	0.153	0.045	0.017	0.026	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.124	0.176	0.013	0.000	0.000	0.000	0.579	0.000	0.000	0.042	0.115	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.000	0.000	0.000	0.387	0.033	0.000	0.032	0.000	0.000	0.000	0.000	0.019	0.081	0.065	0.080	0.000	0.000	0.209	0.000	0.000	0.000	0.400	0.123	0.000	0.000	0.000	0.100	0.259	0.000	0.000	0.000	0.101	0.000	0.000	0.103	0.000	0.000	0.000	0.117	0.000	0.000	0.133	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.221	0.000	0.067	0.000	0.000	0.000	0.148	0.000	0.083	0.055	0.000	0.000	0.000	0.000	0.066	0.057	0.055	0.040	0.129	0.000	0.127	0.065	0.218	0.043	0.169	0.000	0.052	0.000	0.000	0.090	0.083	0.000	0.000	0.015	0.240	0.000	0.000	0.066	0.357	0.035	0.033	0.396	0.000	0.000	0.035	0.000	0.098	0.130	0.033	0.000	0.129	0.000	0.333	0.000
coyote	0.000	0.000	0.000	0.000	0.000	0.126	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.180	0.000	0.000	0.000	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.317	0.045	0.000	0.000	0.000	0.000	0.000	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.015	0.054	0.000	0.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.000	0.302	0.000	0.000	0.181	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.272	0.000
crab	0.000	0.000	0.000	0.000	0.019	0.297	0.245	0.000	0.000	0.233	0.000	0.000	0.000	0.000	0.019	0.000	0.025	0.000	0.194	0.197	0.052	0.000	0.036	0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.523	0.000	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.138	0.000	0.054	0.000	0.072	0.000	0.000	0.183	0.050	0.000	0.425	0.132	0.030	0.000	0.000	0.021	0.082	0.086	0.000	0.000	0.340	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.053	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.094	0.096	0.000	0.000	0.000	0.282	0.000	0.133	0.000	0.042	0.000	0.000	0.000	0.101	0.000	0.031	0.000	0.058	0.295	0.000	0.000	0.000	0.255	0.073	0.155	0.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.085	0.118	0.000	0.192	0.138	0.000	0.028	0.138	0.000	0.000	0.000	0.044	0.000	0.019	0.027	0.000	0.000	0.128	0.046	0.031
cranberry	0.000	0.000	0.000	0.000	0.023	0.084	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.024	0.000	0.030	0.000	0.000	0.000	0.063	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.047	0.000	0.000	0.038	0.000	0.000	0.000	0.040	0.036	0.000	0.000	0.025	0.035	0.000	0.000	0.000	0.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.064	0.322	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.026	0.000	0.000	0.000	0.417	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.128	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.134	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.152	0.000	0.020	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.033	0.000	0.000	0.082	0.000	0.000
crane_(machine)	0.000	0.000	0.000	0.028	0.127	0.000	0.000	0.000	0.000	0.000	0.000	0.095	0.000	0.139	0.058	0.090	0.256	0.000	0.060	0.000	0.055	0.000	0.045	0.000	0.000	0.070	0.290	0.182	0.000	0.000	0.154	0.078	0.090	0.052	0.000	0.110	0.000	0.000	0.000	0.052	0.051	0.433	0.070	0.000	0.000	0.000	0.000	0.000	0.146	0.000	0.113	0.000	0.044	0.000	0.120	0.000	0.000	0.000	0.000	0.000	0.175	0.087	0.068	0.041	0.164	0.000	0.289	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.106	0.000	0.380	0.280	0.160	0.000	0.087	0.000	0.000	0.000	0.176	0.000	0.055	0.000	0.077	0.000	0.000	0.000	0.265	0.051	0.000	0.230	0.087	0.054	0.107	0.070	0.115	0.237	0.090	0.000	0.000	0.227	0.073	0.281	0.076	0.113	0.000	0.000	0.122	0.182	0.000	0.086	0.185	0.000	0.000	0.000	0.000	0.094	0.037	0.000	0.000	0.223	0.000	0.049	0.273	0.044	0.205	0.000	0.171	0.104	0.000	0.000	0.235	0.205	0.000	0.000	0.000
crayon	0.000	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.069	0.000	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.139	0.000	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.058	0.000	0.000	0.000	0.139	0.000	0.000	0.064	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.096	0.086	0.000	0.000	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.201	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.000	0.000	0.000	0.106	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
crocodile	0.061	0.013	0.000	0.000	0.064	0.245	0.242	0.000	0.000	0.065	0.000	0.000	0.046	0.042	0.000	0.017	0.000	0.013	0.247	0.151	0.000	0.000	0.000	0.082	0.000	0.000	0.033	0.092	0.000	0.000	0.055	0.000	0.208	0.000	0.023	0.000	0.054	0.053	0.128	0.026	0.000	0.044	0.000	0.065	0.000	0.000	0.000	0.015	0.000	0.069	0.025	0.079	0.034	0.143	0.000	0.148	0.169	0.022	0.000	0.060	0.000	0.025	0.034	0.000	0.000	0.000	0.081	0.000	0.078	0.088	0.000	0.000	0.076	0.037	0.000	0.000	0.187	0.063	0.000	0.018	0.000	0.000	0.000	0.025	0.000	0.022	0.248	0.196	0.000	0.000	0.000	0.051	0.027	0.328	0.000	0.066	0.044	0.000	0.000	0.000	0.000	0.052	0.073	0.000	0.272	0.103	0.000	0.101	0.127	0.075	0.000	0.346	0.000	0.042	0.000	0.000	0.072	0.000	0.000	0.171	0.000	0.074	0.000	0.000	0.000	0.392	0.083	0.033	0.257	0.000	0.000	0.064	0.000	0.132	0.049	0.080	0.000	0.103	0.000	0.146	0.161
crossbow	0.000	0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.176	0.000	0.114	0.000	0.000	0.158	0.109	0.038	0.000	0.000	0.407	0.000	0.000	0.000	0.123	0.000	0.000	0.057	0.000	0.000	0.146	0.129	0.083	0.452	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.556	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.269	0.066	0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.243	0.190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.218	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.000	0.058	0.091	0.000	0.000	0.000	0.021	0.000	0.000	0.057	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
