CONCEPT	accordion	airplane	alligator	ambulance	anchor	ant	apartment	apple	apron	armour	ashtray	asparagus	avocado	axe	bag	bagpipe	ball	balloon	banana	banjo	banner	barn	barrel	basement	basket	bat_(animal)	bat_(baseball)	bathtub	baton	bayonet	bazooka	beans	bear	beaver	bed	bedroom	beehive	beetle	beets	belt	bench	bike	bin_(waste)	birch	biscuit	bison	blackbird	blender	blouse	blueberry	bluejay	board_(black)	board_(wood)	boat	bolts	bomb	book	bookcase	boots	bottle	bouquet	bow_(ribbon)	bow_(weapon)	bowl	box	bra	bracelet	bread	brick	bridge	broccoli	broom	brush	bucket	buckle	budgie	buffalo	buggy	building	bull	bullet	bungalow	bureau	bus	butterfly	buzzard	cabbage	cabin	cabinet	cage	cake	calf	camel	camisole	canary	candle	cannon	canoe	cantaloupe	cap_(bottle)	cap_(hat)	cape	car	card_(greeting)	caribou	carpet	carrot	cart	cat	catapult	caterpillar	catfish	cathedral	cauliflower	cedar	celery	cellar	cello	certificate	chain	chair	chandelier	chapel	cheese	cheetah	cherry	chickadee	chicken	chimp	chipmunk	chisel	church	cigar	cigarette	clam	clamp	clarinet	cloak	clock	closet	coat	cockroach	coconut	cod	coin	colander	comb	cork	corkscrew	corn	cottage	couch	cougar	cow	coyote	crab	cranberry	crane_(machine)	crayon	crocodile	crossbow	crow	crowbar	crown	cucumber	cup	cupboard	curtains	cushion	dagger	dandelion	deer	desk	dish	dishwasher	dog	doll	dolphin	donkey	door	doorknob	dove	drain	drapes	dress	dresser	drill	drum	duck	dunebuggy	eagle	earmuffs	eel	eggplant	elephant	elevator	elk	emerald	emu	envelope
orange	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.464	0.000	0.000	0.067	0.000	0.313	0.000	0.000	0.000	0.152	0.088	0.346	0.051	0.000	0.000	0.135	0.000	0.000	0.000	0.000	0.000	0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.000	0.096	0.000	0.084	0.000	0.000	0.000	0.000	0.411	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.155	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.645	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.405	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.245	0.000	0.156	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.372	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.108	0.000	0.000	0.000	0.032	0.000	0.033	0.000	0.000	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.000	0.035	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.052	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000
oriole	0.000	0.371	0.000	0.023	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.247	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.822	0.000	0.000	0.000	0.756	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.316	0.693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.530	0.000	0.045	0.000	0.054	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.708	0.528	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.066	0.000	0.000	0.000	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.650	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.725	0.000	0.000	0.000	0.000	0.000	0.000	0.377	0.000	0.677	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.000
ostrich	0.000	0.072	0.000	0.024	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.036	0.043	0.043	0.036	0.000	0.000	0.039	0.000	0.031	0.000	0.000	0.041	0.000	0.092	0.000	0.000	0.000	0.000	0.108	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.098	0.437	0.000	0.000	0.000	0.389	0.022	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.051	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.271	0.117	0.000	0.049	0.083	0.000	0.000	0.021	0.033	0.031	0.488	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.318	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.106	0.000	0.000	0.021	0.061	0.037	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.124	0.000	0.000	0.000	0.076	0.000	0.361	0.514	0.015	0.000	0.000	0.027	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.023	0.130	0.000	0.075	0.000	0.094	0.000	0.077	0.000	0.340	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.095	0.080	0.000	0.000	0.112	0.000	0.000	0.122	0.000	0.000	0.380	0.000	0.000	0.000	0.026	0.000	0.000	0.263	0.000	0.405	0.000	0.000	0.000	0.203	0.000	0.034	0.000	0.683	0.000
otter	0.000	0.000	0.355	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.190	0.000	0.000	0.000	0.000	0.000	0.055	0.400	0.555	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.323	0.079	0.000	0.000	0.000	0.059	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.296	0.000	0.000	0.155	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.182	0.229	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.320	0.000	0.000	0.000	0.430	0.000	0.000	0.433	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.197	0.000	0.131	0.120	0.423	0.291	0.000	0.000	0.087	0.000	0.227	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.051	0.269	0.000	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.374	0.256	0.224	0.168	0.000	0.000	0.000	0.335	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.306	0.000	0.000	0.000	0.307	0.000	0.466	0.305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.271	0.000	0.015	0.000	0.396	0.000	0.190	0.000	0.328	0.000	0.136	0.000
oven	0.000	0.030	0.015	0.000	0.080	0.000	0.000	0.000	0.240	0.081	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.053	0.053	0.086	0.000	0.014	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.031	0.015	0.085	0.000	0.000	0.000	0.000	0.232	0.000	0.000	0.000	0.000	0.000	0.000	0.079	0.041	0.000	0.024	0.000	0.000	0.000	0.000	0.020	0.109	0.000	0.000	0.025	0.000	0.000	0.054	0.000	0.000	0.031	0.058	0.096	0.000	0.000	0.031	0.025	0.022	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.096	0.147	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.073	0.000	0.000	0.000	0.000	0.063	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.175	0.023	0.000	0.160	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.068	0.000	0.030	0.019	0.000	0.114	0.000	0.000	0.085	0.160	0.000	0.000	0.041	0.000	0.000	0.037	0.140	0.372	0.000	0.000	0.000	0.000	0.063	0.046	0.000	0.068	0.000	0.000	0.000	0.021	0.022	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.026	0.000	0.000	0.000	0.000
owl	0.000	0.281	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.457	0.000	0.000	0.000	0.000	0.000	0.034	0.116	0.102	0.000	0.000	0.000	0.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.133	0.568	0.000	0.000	0.000	0.538	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.321	0.119	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.239	0.457	0.000	0.000	0.000	0.000	0.000	0.068	0.099	0.000	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.000	0.000	0.133	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.073	0.000	0.517	0.387	0.108	0.171	0.000	0.000	0.053	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.087	0.031	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.112	0.111	0.089	0.025	0.000	0.000	0.000	0.026	0.000	0.378	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.150	0.000	0.000	0.000	0.062	0.000	0.025	0.102	0.000	0.000	0.527	0.000	0.000	0.000	0.000	0.000	0.000	0.287	0.000	0.469	0.000	0.000	0.000	0.054	0.000	0.140	0.000	0.390	0.000
ox	0.000	0.079	0.198	0.052	0.061	0.083	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.000	0.093	0.093	0.123	0.000	0.000	0.149	0.000	0.067	0.000	0.000	0.088	0.052	0.549	0.329	0.000	0.000	0.000	0.062	0.000	0.000	0.038	0.000	0.059	0.000	0.000	0.644	0.104	0.000	0.000	0.000	0.078	0.049	0.041	0.000	0.000	0.000	0.000	0.045	0.025	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.058	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.760	0.000	0.106	0.519	0.000	0.000	0.045	0.072	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.331	0.326	0.000	0.000	0.000	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.560	0.000	0.000	0.046	0.355	0.079	0.022	0.000	0.200	0.000	0.000	0.000	0.000	0.135	0.000	0.073	0.132	0.000	0.000	0.000	0.344	0.000	0.163	0.135	0.364	0.359	0.000	0.059	0.133	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.128	0.047	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.084	0.417	0.531	0.464	0.080	0.000	0.203	0.000	0.227	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.405	0.076	0.000	0.000	0.368	0.000	0.212	0.531	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.053	0.000	0.082	0.039	0.000	0.000	0.480	0.000	0.674	0.000	0.260	0.000
paintbrush	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.059	0.000	0.126	0.082	0.000	0.000	0.000	0.033	0.084	0.052	0.077	0.148	0.000	0.213	0.000	0.189	0.000	0.137	0.058	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.031	0.149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.194	0.071	0.069	0.000	0.000	0.110	0.025	0.000	0.000	0.079	0.097	0.000	0.033	0.078	0.000	0.000	0.000	0.057	0.000	0.455	0.518	0.201	0.000	0.000	0.000	0.063	0.045	0.000	0.000	0.000	0.084	0.000	0.000	0.000	0.000	0.124	0.134	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.088	0.000	0.000	0.000	0.084	0.000	0.000	0.000	0.000	0.027	0.077	0.000	0.071	0.027	0.000	0.000	0.000	0.000	0.024	0.000	0.081	0.000	0.040	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.021	0.000	0.000	0.000	0.060	0.094	0.000	0.000	0.038	0.000	0.000	0.000	0.049	0.000	0.000	0.079	0.061	0.000	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.070	0.000	0.043	0.000	0.048	0.125	0.068	0.020	0.000	0.090	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.183	0.000	0.000	0.000	0.028	0.049	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.044
pajamas	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.061	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.120	0.000	0.000	0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
pan	0.000	0.072	0.000	0.000	0.195	0.000	0.000	0.029	0.341	0.198	0.045	0.000	0.000	0.122	0.000	0.000	0.103	0.060	0.020	0.035	0.000	0.000	0.108	0.000	0.154	0.000	0.162	0.000	0.212	0.000	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.075	0.038	0.271	0.000	0.057	0.000	0.000	0.088	0.000	0.069	0.000	0.000	0.000	0.000	0.193	0.000	0.000	0.058	0.000	0.034	0.000	0.000	0.000	0.144	0.019	0.000	0.095	0.000	0.000	0.132	0.000	0.146	0.217	0.394	0.234	0.000	0.000	0.135	0.060	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.051	0.238	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.067	0.239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.212	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.232	0.000	0.000	0.030	0.000	0.154	0.076	0.000	0.040	0.000	0.000	0.000	0.018	0.000	0.297	0.243	0.056	0.000	0.341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.000	0.000	0.000	0.279	0.041	0.000	0.149	0.085	0.000	0.022	0.141	0.000	0.000	0.091	0.106	0.154	0.000	0.000	0.000	0.000	0.229	0.173	0.000	0.105	0.000	0.000	0.000	0.052	0.101	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.064	0.000	0.000	0.000	0.000
panther	0.000	0.082	0.150	0.112	0.000	0.210	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.241	0.000	0.000	0.000	0.000	0.000	0.000	0.306	0.164	0.000	0.000	0.000	0.168	0.000	0.000	0.017	0.031	0.000	0.000	0.000	0.192	0.193	0.000	0.000	0.000	0.051	0.289	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.235	0.000	0.000	0.111	0.110	0.000	0.000	0.000	0.000	0.165	0.000	0.000	0.000	0.000	0.000	0.204	0.125	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.142	0.062	0.000	0.242	0.000	0.000	0.000	0.219	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.000	0.000	0.534	0.000	0.173	0.087	0.228	0.250	0.000	0.000	0.000	0.000	0.056	0.000	0.154	0.209	0.000	0.000	0.000	0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.592	0.263	0.320	0.052	0.000	0.000	0.000	0.111	0.000	0.310	0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.300	0.034	0.000	0.000	0.249	0.000	0.067	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.074	0.105	0.000	0.000	0.000	0.160	0.000	0.297	0.000	0.116	0.000
pants	0.049	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.042	0.000	0.000	0.060	0.000	0.036	0.063	0.024	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.063	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.082	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.379	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.139	0.000	0.000	0.095	0.019	0.027	0.000	0.165	0.000	0.000	0.030	0.017	0.000	0.043	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.171	0.052	0.040	0.000	0.017	0.000	0.000	0.127	0.258	0.025	0.000	0.043	0.058	0.019	0.000	0.054	0.000	0.045	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.029	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.025	0.208	0.000	0.000	0.363	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.063	0.000	0.063	0.000	0.066	0.000	0.000	0.069	0.018	0.000	0.000	0.031	0.000	0.035	0.020	0.000	0.111	0.021	0.000	0.000	0.067	0.071	0.031	0.027	0.099	0.000	0.000	0.108	0.000	0.000	0.000	0.000	0.092	0.364	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.053	0.000	0.052	0.088	0.000	0.000	0.065	0.028
parakeet	0.017	0.212	0.000	0.011	0.000	0.044	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.048	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.000	0.000	0.023	0.015	0.000	0.000	0.000	0.010	0.000	0.125	0.000	0.000	0.000	0.000	0.013	0.000	0.024	0.000	0.568	0.031	0.000	0.029	0.581	0.000	0.000	0.014	0.019	0.016	0.000	0.000	0.000	0.000	0.165	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.017	0.860	0.000	0.000	0.000	0.000	0.022	0.038	0.000	0.014	0.280	0.568	0.000	0.022	0.000	0.014	0.000	0.024	0.000	0.000	0.698	0.000	0.025	0.000	0.000	0.035	0.000	0.000	0.000	0.081	0.000	0.089	0.000	0.000	0.119	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.583	0.403	0.048	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.059	0.033	0.000	0.018	0.000	0.013	0.000	0.000	0.000	0.054	0.000	0.042	0.062	0.000	0.013	0.016	0.000	0.053	0.000	0.000	0.513	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.019	0.000	0.000	0.000	0.000	0.012	0.052	0.000	0.026	0.000	0.000	0.000	0.526	0.000	0.000	0.000	0.000	0.042	0.039	0.298	0.028	0.528	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.405	0.000
parka	0.000	0.046	0.000	0.030	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.054	0.054	0.045	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.051	0.000	0.115	0.000	0.077	0.000	0.000	0.036	0.000	0.020	0.000	0.000	0.035	0.000	0.000	0.122	0.000	0.000	0.064	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.026	0.074	0.000	0.000	0.000	0.000	0.000	0.039	0.018	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.000	0.061	0.103	0.000	0.000	0.026	0.042	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.030	0.000	0.000	0.046	0.000	0.000	0.000	0.160	0.095	0.000	0.000	0.072	0.000	0.000	0.027	0.000	0.046	0.000	0.000	0.116	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.030	0.000	0.000	0.000	0.000	0.373	0.000	0.000	0.350	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.028	0.075	0.000	0.000	0.000	0.118	0.000	0.060	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.032	0.000	0.000	0.000	0.000	0.048	0.461	0.000	0.000	0.122	0.000	0.042	0.000	0.047	0.000
parsley	0.000	0.000	0.276	0.000	0.000	0.000	0.000	0.214	0.000	0.000	0.000	0.702	0.573	0.000	0.000	0.000	0.000	0.000	0.174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.602	0.000	0.000	0.000	0.000	0.000	0.000	0.275	0.000	0.000	0.000	0.000	0.000	0.214	0.000	0.000	0.000	0.000	0.075	0.000	0.349	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.083	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.121	0.000	0.000	0.640	0.000	0.000	0.000	0.000	0.066	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.548	0.000	0.000	0.000	0.090	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.000	0.073	0.058	0.000	0.267	0.106	0.584	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.142	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.096	0.000	0.000	0.000	0.000	0.000	0.161	0.000	0.000	0.000	0.000	0.000	0.113	0.000	0.000	0.000	0.160	0.000	0.000	0.000	0.000	0.471	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.052	0.326	0.000	0.000	0.030	0.378	0.000	0.000
partridge	0.000	0.337	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.064	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.307	0.000	0.000	0.000	0.000	0.000	0.060	0.067	0.054	0.000	0.000	0.000	0.177	0.026	0.000	0.000	0.000	0.000	0.000	0.102	0.122	0.859	0.000	0.000	0.055	0.775	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.469	0.151	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.287	0.663	0.019	0.000	0.000	0.000	0.047	0.073	0.042	0.000	0.540	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.122	0.000	0.000	0.000	0.055	0.000	0.000	0.050	0.000	0.037	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.064	0.000	0.722	0.709	0.061	0.049	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.024	0.083	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.057	0.042	0.065	0.096	0.000	0.000	0.000	0.043	0.000	0.544	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.000	0.043	0.000	0.017	0.058	0.000	0.000	0.747	0.000	0.000	0.000	0.000	0.000	0.000	0.521	0.000	0.693	0.000	0.045	0.095	0.053	0.000	0.128	0.000	0.554	0.000
